dataset,method,num_clusters,sampling,pca,tp,fp,fn,tn,time
var5,kmeans,30,ros,15.0,156937,40538,65066,133047,5.135135650634766
var5,kmeans++,5,ros,15.0,168835,28640,94661,103452,1.7391068935394287
var5,kmeans++,10,ros,15.0,127326,70149,50399,147714,2.1237003803253174
var5,kmeans++,30,ros,15.0,157169,40306,65061,133052,4.454439401626587
var5,kmeans,5,ros,,118653,78822,43494,154619,2.6091859340667725
var5,kmeans,10,ros,,162015,35460,78032,120081,3.1859281063079834
var5,kmeans,30,ros,,156374,41101,62599,135514,5.5680389404296875
var5,kmeans++,5,ros,,143267,54208,56038,142075,3.3424417972564697
var5,kmeans++,10,ros,,157879,39596,73992,124121,3.2106661796569824
var5,kmeans++,30,ros,,156126,41349,63607,134506,5.013319969177246
var5,kmeans,5,under,5.0,1371,822,912,1307,0.25102663040161133
var5,kmeans,10,under,5.0,1652,533,1098,1129,0.22955703735351562
var5,kmeans,30,under,5.0,1554,652,932,1274,0.24961113929748535
var5,kmeans++,5,under,5.0,1348,850,879,1335,0.21287989616394043
var5,kmeans++,10,under,5.0,1792,444,1110,1066,0.23425793647766113
var5,kmeans++,30,under,5.0,1594,601,941,1276,0.24030232429504395
var5,kmeans,5,under,15.0,1317,887,452,1756,0.2725958824157715
var5,kmeans,10,under,15.0,1730,437,777,1468,0.27575206756591797
var5,kmeans,30,under,15.0,1608,577,569,1658,0.301302433013916
var5,kmeans++,5,under,15.0,1323,911,452,1726,0.26396679878234863
var5,kmeans++,10,under,15.0,1757,455,800,1400,0.2885324954986572
var5,kmeans++,30,under,15.0,1696,509,640,1567,0.3103015422821045
var5,kmeans,5,under,,1735,462,874,1341,0.1382312774658203
var5,kmeans,10,under,,1730,506,705,1471,0.1674952507019043
var5,kmeans,30,under,,1813,359,788,1452,0.1921217441558838
var5,kmeans++,5,under,,1751,443,935,1283,0.1303243637084961
var5,kmeans++,10,under,,1507,674,532,1699,0.16987156867980957
var5,kmeans++,30,under,,1712,477,706,1517,0.17037129402160645
var5,kmeans,5,,5.0,197784,0,2216,0,0.6086111068725586
var5,kmeans,10,,5.0,197784,0,2216,0,0.7387650012969971
var5,kmeans,30,,5.0,197784,0,2216,0,1.7905950546264648
var5,kmeans++,5,,5.0,197784,0,2216,0,0.6623637676239014
var5,kmeans++,10,,5.0,197784,0,2216,0,0.8473734855651855
var5,kmeans++,30,,5.0,197784,0,2216,0,2.2656023502349854
var5,kmeans,5,,15.0,197784,0,2216,0,0.687281608581543
var5,kmeans,10,,15.0,197784,0,2216,0,0.8937859535217285
var5,kmeans,30,,15.0,197784,0,2216,0,2.0737645626068115
var5,kmeans++,5,,15.0,197784,0,2216,0,0.6010489463806152
var5,kmeans++,10,,15.0,197784,0,2216,0,0.8254232406616211
var5,kmeans++,30,,15.0,197784,0,2216,0,2.533733606338501
var5,kmeans,5,,,197784,0,2216,0,0.9318618774414062
var5,kmeans,10,,,197784,0,2216,0,1.4312081336975098
var5,kmeans,30,,,197784,0,2216,0,3.501199245452881
var5,kmeans++,5,,,197784,0,2216,0,1.2651805877685547
var5,kmeans++,10,,,197784,0,2216,0,1.5980937480926514
var5,kmeans++,30,,,197784,0,2216,0,3.792276382446289
